,title,salary,location,advertiser,industry,description,cleaned_salary,number_salary,final_salary,sal_cat,lead_count
637,Senior Network Engineer    ,b'$700 - $900 p.d.',Sydney,Enterprise IT Resources Pty Ltd  ,Information & Communication Technology,"b'\n<p>Our client is one of Australia\xe2\x80\x99s leading Education Institutes, they are seeking for an experienced Senior Network Engineer to join their close-knit team ASAP. This is a contract role for an initial 6-month period with the possibility of extension.</p>\n<p><strong>Role </strong></p>\n<ul>\n<li>Provide 3rd level support for all aspects of the Education Institute\xe2\x80\x99s network, including network design, network security, network management, network operations and both project and service delivery. This will be in both Project and BAU support activities.\r\n</li></ul>\n<p><strong>Essential Knowledge, Skills &amp; Experience:</strong></p>\n<ul>\n<li>Minimum 5 years\xe2\x80\x99 experience with medium to large scale enterprise network - operating at the 3rd Level Support</li><li>Strong network architecture and design skills with Cisco technologies</li><li>Must have experience in Cisco routing and switching + Paolo Alto Firewall devices; including BGP, OSPF and large scale Layer-2 deployments</li><li>Good understanding of Data Centres and Cloud network experience</li><li>Experience with network management tools and system administration of Windows and Linux servers</li><li>Scripting and automation experience and F5 Load Balancers is highly desirable</li><li>Strong communication skills</li></ul>\r\nMy client is currently accepting applications, and are keen to start interviewing suitable candidates NOW. So, if you meet the above criteria please APPLY NOW for early consideration.\r\n    '",700900,700900,208000,high,793
638,Property Lease Administrator      ,0,Sydney,CBRE  ,Real Estate & Property,"b'\n<div>\n<ul>\n<li><strong>Work on a key client account</strong></li><li><strong>Strong client service focus</strong></li><li><strong>Supportive team environment</strong></li><li><strong>Sydney CBD Location</strong></li></ul>\n<div>\n<div>At CBRE, our people enjoy the flexibility of working in a global real estate and property services organisation with tremendous scale. \xc2\xa0 Every day you are empowered to be better and this is achieved through the platform and resources you have access to\r\n and the ability to work in an inclusive and collaborative environment where you will be challenged to grow and be your best every day.</div>\n<div><br/>\n</div>\n<div>We are currently seeking an experienced Property Lease Administrator to join our Asset Services division on a key client account. The role is client focused and will enable you to build and maintain strong relationships with the Investment Management and\r\n Finance teams in particular. You will also gain full exposure to the client portfolio and its tenants. \xc2\xa0The primary focus of your role will be to assume responsibity for the general maintenance and accuracy of lease/tenant information within the CBRE system.</div>\n<div><br/>\n</div>\n<div>An overview of the responsibilities of the role is as follows;</div>\n<div><br/>\n</div>\n<div>\n<div>\n<ul>\n<li>Research, assist, review and issue as appropriate all tenant specific details.</li><li>Provide instruction to the CBRE Real Estate Accounting Services (REAS) team in relation to all tenant details</li><li>Complete any tenant account reconciliations as required with the assistance of CBRE REAS as appropriate\xc2\xa0</li><li>Review and sign off on any tenant specific details relating to outgoings recoveries charges and reconciliations</li><li>Examine executed leases and other tenancy documentation for data extraction, set up and maintenance of the CBRE system or other appropriate schedule/s, including a diary of critical dates\xc2\xa0</li><li>Conduct active tenant arrears control with associated communications to all levels as required</li><li>Maintain a register of bank guarantees and security deposits required to be lodged by tenants\xc2\xa0</li><li>Maintain register of all tenant insurance required to be effected including details of current certificates held</li><li>Check recurring monthly tenant charges and sundry charges, and dispatch corresponding tax invoices including any supporting documentation as required</li><li>Ensure all scheduled fixed tenant charges reviews are implemented</li><li>Assist with any research with market rental reviews</li></ul>\n</div>\n<div><br/>\n</div>\n</div>\n<div>To be successful for this position you will ideally have experience in a similar property lease administration position. A good understanding of leases and the ability to interpret leases, licenses and other property documentation would be beneficial.\r\n You will have a superior customer service focus, strong attention to detail and ability to organise and prioritise tasks. Excellent \xc2\xa0written and verbal communication skills is essential along with intermediate to advanced skills in MS Office particularly Word\r\n (mail merges), Excel and Outlook. You will be responsive and proactive in your approach with the ability to build and maintain strong business relationships.\xc2\xa0</div>\n<div><br/>\n</div>\n<div>If working with the best in an exciting and rewarding team environment appeals to you, then we want to hear from you today.</div>\n<div><br/>\n</div>\n<div>Please note that due to the high volume of response anticipated for this role; only short listed candidates will be contacted</div>\n</div>\n</div>\n'",0,0,0,0.0,793
639,Property Lease Administrator      ,0,Sydney,CBRE  ,Real Estate & Property,"b'\n<div>\n<ul>\n<li><strong>Work on a key client account</strong></li><li><strong>Strong client service focus</strong></li><li><strong>Supportive team environment</strong></li><li><strong>Sydney CBD Location</strong></li></ul>\n<div>\n<div>At CBRE, our people enjoy the flexibility of working in a global real estate and property services organisation with tremendous scale. \xc2\xa0 Every day you are empowered to be better and this is achieved through the platform and resources you have access to\r\n and the ability to work in an inclusive and collaborative environment where you will be challenged to grow and be your best every day.</div>\n<div><br/>\n</div>\n<div>We are currently seeking an experienced Property Lease Administrator to join our Asset Services division on a key client account. The role is client focused and will enable you to build and maintain strong relationships with the Investment Management and\r\n Finance teams in particular. You will also gain full exposure to the client portfolio and its tenants. \xc2\xa0The primary focus of your role will be to assume responsibity for the general maintenance and accuracy of lease/tenant information within the CBRE system.</div>\n<div><br/>\n</div>\n<div>An overview of the responsibilities of the role is as follows;</div>\n<div><br/>\n</div>\n<div>\n<div>\n<ul>\n<li>Research, assist, review and issue as appropriate all tenant specific details.</li><li>Provide instruction to the CBRE Real Estate Accounting Services (REAS) team in relation to all tenant details</li><li>Complete any tenant account reconciliations as required with the assistance of CBRE REAS as appropriate\xc2\xa0</li><li>Review and sign off on any tenant specific details relating to outgoings recoveries charges and reconciliations</li><li>Examine executed leases and other tenancy documentation for data extraction, set up and maintenance of the CBRE system or other appropriate schedule/s, including a diary of critical dates\xc2\xa0</li><li>Conduct active tenant arrears control with associated communications to all levels as required</li><li>Maintain a register of bank guarantees and security deposits required to be lodged by tenants\xc2\xa0</li><li>Maintain register of all tenant insurance required to be effected including details of current certificates held</li><li>Check recurring monthly tenant charges and sundry charges, and dispatch corresponding tax invoices including any supporting documentation as required</li><li>Ensure all scheduled fixed tenant charges reviews are implemented</li><li>Assist with any research with market rental reviews</li></ul>\n</div>\n<div><br/>\n</div>\n</div>\n<div>To be successful for this position you will ideally have experience in a similar property lease administration position. A good understanding of leases and the ability to interpret leases, licenses and other property documentation would be beneficial.\r\n You will have a superior customer service focus, strong attention to detail and ability to organise and prioritise tasks. Excellent \xc2\xa0written and verbal communication skills is essential along with intermediate to advanced skills in MS Office particularly Word\r\n (mail merges), Excel and Outlook. You will be responsive and proactive in your approach with the ability to build and maintain strong business relationships.\xc2\xa0</div>\n<div><br/>\n</div>\n<div>If working with the best in an exciting and rewarding team environment appeals to you, then we want to hear from you today.</div>\n<div><br/>\n</div>\n<div>Please note that due to the high volume of response anticipated for this role; only short listed candidates will be contacted</div>\n</div>\n</div>\n'",0,0,0,0.0,793
640,NA,0,Sydney,Moray &amp; Agnew  ,Human Resources & Recruitment,"b'\n<p>Moray &amp; Agnew is one of Australia\xe2\x80\x99s leading and fastest growing specialist law firms. We employ over 550 people and have offices in Sydney, Melbourne, Brisbane, Canberra, Newcastle and Perth.<br/>\n<br/>\r\nAn exciting career opportunity has arisen in our Sydney office for a full-time People &amp; Development Administrator to join our busy team. This role will report directly to the National P&amp;D Manager, and will assist three P&amp;D Consultants to ensure smooth running\r\n of the function nationally.<br/>\n<br/>\r\nYour tasks will include (but are not be limited to) the following:<br/>\n<br/>\r\n\xe2\x80\xa2 Recruitment - assisting with advertisements, posting jobs on the Moray &amp; Agnew careers page and relevant job boards and/or recruitment sources, scheduling interviews, following up on applications, updating the recruitment database, responding to applicants,\r\n conducting telephone interviews and reference checks, completing letters of offer, confirming offers and notifying relevant departments<br/>\n<br/>\r\n\xe2\x80\xa2 Managing the P&amp;D diary and administration processes including induction, probation, notification of staff changes, departures, exit interviews etc<br/>\n<br/>\r\n\xe2\x80\xa2 General administration - filing, updating award register and preparing and sending letters, updating employee data, processing invoices and corporate credit card expenses, updating the HR Bulletin on a bi-monthly basis, organising and assisting in HR events\r\n and any other ad-hoc tasks associated with the role<br/>\n<br/>\r\nTo be successful in this role you must possess:<br/>\n<br/>\r\n\xe2\x80\xa2 The ability to maintain confidentiality at all times<br/>\r\n\xe2\x80\xa2 Strong communication and interpersonal skills<br/>\r\n\xe2\x80\xa2 Strong attention to detail and the ability to produce work with a high degree of accuracy<br/>\r\n\xe2\x80\xa2 Exceptional organisational skills, the ability to prioritise work and manage multiple tasks<br/>\r\n\xe2\x80\xa2 Advanced skills in Microsoft Word, Excel, PowerPoint and Outlook<br/>\n<br/>\r\nThe ideal candidate will have:<br/>\n<br/>\r\n\xe2\x80\xa2 Tertiary qualifications in Business or Human Resources Management <br/>\r\n\xe2\x80\xa2 The ability to work and develop rapport with people at all levels in the organisation<br/>\n<br/>\r\nThis is a fantastic role for someone with a keen interest in Human Resource Management. We are open to candidates at different experience levels so you may be completing your HR degree and be available to work full-time, you may have already gained some HR\r\n experience or you may be someone with related experience aspiring to get their first role in HR.<br/>\n<br/>\r\nIf you have a strong client service focus, a flexible attitude, and want to work in a small and supportive team, with excellent mentoring, then this is the right role for you.<br/>\n<br/>\r\nApplications will only be accepted via our online careers page and must include a covering letter stating your suitability for the role, a detailed CV and your academic transcript.<br/>\n<br/>\r\nWe do not invite recruitment agencies to apply at this time.</p>\n'",0,0,0,0.0,793
641,          Senior Bushfire Consultant - Sutherland        ,0,Sydney,Ecological Australia  ,Science & Technology,"b""\n<p>ECO LOGICAL AUSTRALIA PTY LTD, is one of Australia's leading environmental assessment, strategic conservation planning and ecosystem management consultancies. We work as one team, and operate across Australia, rapidly expanding our presence and capabilities\r\n in the environmental and bushfire field. We pride ourselves on a unique culture and place high emphasis on the recruitment of people who share our values of:</p>\n<ul>\n<li>Listen first </li><li>Share your genius </li><li>Be courageous </li><li>Feed the culture</li></ul>\n<p>Eco Logical Australia has a nationally recognised bushfire assessment team. We seek an enthusiastic, qualified and experienced Bushfire Consultant to join our bushfire team in Sutherland.\xc2\xa0You will be responsible for project managing a wide variety of projects,\r\n such as bushfire management planning, bushfire protection and attack level assessments, and vegetation management.</p>\n<p>You will join a team who continue to pioneer national best practice bushfire services and products including risk analysis using wildfire simulations within SPARK software, Fire Decision Support models (encompassing risk, fire ecology, fire behaviour and\r\n management zoning concepts), drafting of the recently released AFAC paper on the ecological risks of prescribed burning, etc.</p>\n<p>We seek candidates interested in building and managing client relationships within NSW, but you will have opportunity to provide services for other jurisdictions in Australia.\xc2\xa0</p>\n<p>The role involves proposal preparation, site assessment, risk and data analysis, applied research, report preparation, client liaison and development, attending meetings and delivering presentations. \xc2\xa0</p>\n<p>The successful candidate should have:</p>\n<ul>\n<li>A passion for fire ecology, bushfire protection and planning; </li><li>Strong project, budget and time management skills; </li><li>Considerable experience in preparing a range of high quality reports, such as bushfire protection assessments, bushfire attack level assessments, bushfire management plans, evacuation and emergency response plans, fire ecology reports, etc;\r\n</li><li>Considerable experience in bushfire risk planning and/or bushfire suppression/prevention;\r\n</li><li>Ability to build and nurture client relationships, manage simultaneous projects and project teams, work within a budget and meet deadlines;\r\n</li><li>Exceptional written and verbal communication skills; </li><li>Tertiary qualifications in Environmental Science, or Bushfire or related disciplines;\r\n</li><li>Demonstrated \xc2\xa0experience in either bushfire planning or bushfire management (indicatively 5 years);\r\n</li><li>Experience in the application of GIS (ArcGIS) and spatial data analysis in bushfire management and planning;\r\n</li><li>Practical and working knowledge and understanding of relevant NSW and Commonwealth legislation; \xc2\xa0\r\n</li><li>A strong working knowledge and understanding of AS-3959; </li><li>Knowledge and understanding of the Guidelines for Planning in Bushfire Prone Areas (Department of Planning and Department of Fire and Emergency Services, 2015); and,\r\n</li><li>Current drivers license.</li></ul>\n<p>\xc2\xa0</p>\n<p>It is also desirable that candidates have:</p>\n<ul>\n<li>Bushfire Planning and Design (BPAD) accreditation, or </li><li>have prior consulting experience </li><li>Prior project management experience.</li></ul>\n<p>\xc2\xa0</p>\n<p>If you are an Australian resident, are seeking a friendly and professional organisation where workplace culture is highly valued, and where you can grow and further develop please forward your application to Emma Newman, Human Resources Co-ordinator via\r\n email: emman@ecoaus.com.au before close of business 26 May 2017. Further information about the position, please call Emma on 8536 8600 view the position description on our website. www.ecoaus.com.au/jobs.</p>\n""",0,0,0,0.0,793
642,Senior Commercial Analyst      ,b'$120k - $140k + Super ',Sydney,Hays Accountancy &amp; Finance  ,Accounting,"b""\n<p>Senior Commercial Analyst required within a global diversified financial services business.<br/>\n<br/>\n<strong>Your new company</strong><br/>\r\nIs a global, diversified financial services organisation who operate across the country and have forged a fantastic reputation within the industry for their innovation and progressive practices. This is a fantastic chance for a business savvy Commercial or\r\n Pricing Analyst to take the next step in their career and join their Sydney based team in award winning brand new offices.<br/>\n<br/>\n<strong>Your new role</strong><br/>\r\nWill be highly commercial, partnering with Sales and State Management on commercial and pricing decision making on proposed new deals. Specifically you will be involved in the following:<br/>\n</p>\n<ul>\n<li>Financial modelling of new business proposals</li><li>Analysis of revenue levers and drivers</li><li>Amendment and creation of complex Excel models</li><li>Prepare financial presentation of findings to Business Leaders</li><li>Manage ad hoc requests for analysis from the business</li><li>Take a key role in process improvement and automation</li></ul>\n<p><br/>\n<br/>\n<strong>What you'll need to succeed</strong><br/>\r\nYou will have a strong background in commercial/revenue/pricing analysis, ideally with a background in new deal analysis. Experience within the Financial Services sector would be an advantage but not essential. You must however have advanced Excel modelling\r\n skills (VBA level) and be comfortable handling and analysis large amounts of data. You will also have first class communication skills with the ability to provide complex financial data to non financial staff in a clear and concise manner.<br/>\n<br/>\n<br/>\n<strong>What you'll get in return</strong><br/>\r\nThis is a fantastic chance to join a large, complex and successful financial services business in a role where you will clearly see the commercial outcomes of your work. You will play a key role in shaping the organisation's commercial decision making and its\r\n achievements of growth targets. It will give you 1-2-1 partnership experience with senior sales leaders and decision makers in the organisation.<br/>\n<br/>\n<br/>\n<strong>What you need to do now</strong><br/>\r\nIf you're interested in this role, click 'apply now' or forward an up-to-date copy of your CV to james.odonnell@hays.com.au, or call James O'Donnell on 02 8062 6129 for a confidential conversation.</p>\n""",120K140K,120000140000,130000,high,793
643,NA,b'Competitive salary',Sydney,Kincare Community Services  ,Accounting,"b'\n<p style=""margin:0in 0in 0.0001pt; line-height:normal; font-size:11pt; font-family:Calibri,sans-serif"">\n<span style=""font-family:arial,helvetica,sans-serif""><strong>About us:</strong></span></p>\n<p style=""margin:0in 0in 0.0001pt; line-height:normal; font-size:11pt; font-family:Calibri,sans-serif"">\n<span style=""font-family:arial,helvetica,sans-serif"">KinCare Group is a privately owned Australian business that is at the forefront of the provision of in-home care services across Australia. A highly regarded and innovative organisation, we hold a wealth\r\n of expertise and experience in aged care, disability and allied health services.\r\n</span></p>\n<p style=""margin:0in 0in 0.0001pt; line-height:normal; font-size:11pt; font-family:Calibri,sans-serif"">\n<span style=""font-family:arial,helvetica,sans-serif"">KinCare is going through a significant transformation agenda as we move into a retail environment with the deregulation of the in-home care market and as such is now entering into another exciting period\r\n of growth. We currently have approximately 2,000 passionate employees whose skills, knowledge and expertise creates a high performing team that ensures KinCare remains a successful, national leader within the industry.</span></p>\n<p style=""margin:0in 0in 0.0001pt; line-height:normal; font-size:11pt; font-family:Calibri,sans-serif"">\n<span style=""font-family:arial,helvetica,sans-serif""></span></p>\n<p style=""margin:0in 0in 0.0001pt; line-height:normal; font-size:11pt; font-family:Calibri,sans-serif"">\n<span style=""font-family:arial,helvetica,sans-serif""><strong>The role:</strong></span></p>\n<p style=""margin:0in 0in 0.0001pt; line-height:normal; font-size:11pt; font-family:Calibri,sans-serif"">\n<span style=""font-family:arial,helvetica,sans-serif; letter-spacing:-0.15pt"">Based in Bella Vista, the main responsibility for this position is to process all customer claims from the government for KinCare. Utilise your strong financial administration experience\r\n and attention to detail to assist the company in completing claiming for different programs and troubleshoot any issues.</span></p>\n<p><span style=""font-family:arial,helvetica,sans-serif"">Key responsibilities include:</span></p>\n<ul>\n<li><span style=""font-family:arial,helvetica,sans-serif"">Ensure Claims are processed before 25th of every month and manage cash receipts for Homecare payments.</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Manage the government ACOS portal and ensure data is correctly entered and maintained.</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Liaise with Government agencies, such as DHS and Medicare, to ensure all claims are processed in compliance with government regulations and reforms.</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Liaise with internal stakeholders nationwide to ensure correct information is provided in accordance with customer\xe2\x80\x99s agreement and claiming requirement.</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Administration related tasks including maintain daily banking sheets to provide cash flow to the business.</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Assisting with month end for accrual purpose including SA Disability, TAC and NDIS</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Assisting accounts receivable team with GL code for cash receipts.</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Assisting with the calculation of discharged customers.</span>\n</li></ul>\n<p><span style=""font-family:arial,helvetica,sans-serif"">Skills and experience required:</span></p>\n<ul>\n<li><span style=""font-family:arial,helvetica,sans-serif"">2-3 years experience in similar Accounting/Finance/Banking roles</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Degree qualified</span> </li><li><span style=""font-family:arial,helvetica,sans-serif"">Strong attention to detail and problem solving abilities</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Resilience and the ability to work in a constantly changing environment</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Excellent written and verbal communication skills</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Intermediate to advanced excel</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Great customer service skills and continuous improvement focus</span>\n</li><li><span style=""font-family:arial,helvetica,sans-serif"">Any previous exposure to the Healthcare industry would be ideal but not essential</span>\n</li></ul>\n<p style=""line-height:normal; margin:0in 0in 8pt; font-size:11pt; font-family:Calibri,sans-serif"">\n<span style=""font-family:arial,helvetica,sans-serif"">Please note that this position may be subject to mandatory pre-employment checks. Only shortlisted candidates will be contacted.\r\n<strong>No agencies please.</strong></span></p>\n<p style=""line-height:normal; margin:0in 0in 8pt; font-size:11pt; font-family:Calibri,sans-serif"">\n<span style=""font-family:arial,helvetica,sans-serif"">Further information about KinCare can be obtained by visiting:\r\n<strong>www.kincare.com.au</strong></span></p>\n<p></p>\n'",0,0,0,0.0,793
644,Customer Support Consultant      ,0,Sydney,Winning Appliances  ,Call Centre & Customer Service,"b""Are you a switched-on customer service professional looking to join an innovative organisation with bags of opportunity for career development? Do you love talking to customers? Get a kick out of providing the best possible client experience? Then read\r\n on...! <br/>\r\nWe currently have a fantastic opportunity for a passionate and dynamic customer service professional to grow their career within our multi-award winning company!\r\n<br/>\n<br/>\r\nYou'll be working at the very heart of our business, talking to customers more than anyone else in the company! As the voice of the Home Clearance brand, this will be a busy and fast-paced role where you'll be given lots of support to set you up for success.\r\n If you love talking to customers, are a natural problem solver and want to work as part of a close-knit team with bags of opportunity to grow your career then this is the role for you!<br/>\n<br/>\n<strong>What Your Day-to-Day Will Look Like<br/>\n</strong><br/>\n<ul>\n<li>Be the first point of contact for our customers - ensuring the Home Clearance brand is championed and represented in the best possible light\r\n</li><li>Respond to queries regarding products, delivery, service issues and processing sales via email and phone\r\n</li><li>Maximise sales and profit levels in accordance with pricing and account structures;\r\n</li><li>Data entry </li><li>Processing orders, including releasing and updating invoices, as well as other administrative based duties\r\n</li></ul>\n<strong>A Bit About You</strong><br/>\n<ul>\n<li>Previous customer service or retail experience essential; </li><li>Commitment to providing quality customer service; </li><li>Problem solving skills, and the ability to think on your feet; </li><li>A motivated, proactive and positive approach; </li><li>Proven track record of excellent sales results; </li><li>Previous experience working within the appliance/whitegoods industry is highly regarded;\r\n</li><li>Previous front line retail customer service is highly regarded </li><li>Excellent verbal and written communication skills </li><li>Strong attention to detail </li><li>Able and willing to work 8.5 hour days </li></ul>\r\nYou'll be a key member of our Home Clearance brand, Australia's leading clearance outlet for top brand appliances. We are dedicated to making quality whitegoods easy to buy at unbeatable prices. With showrooms in Auburn and Erina combined and a strong online\r\n presence, Home Clearance shares the same vision of the Winning Group - to provide the world's best customer experience!!<br/>\n<br/>\r\nThis is a unique opportunity to help grow a thriving startup environment, with the backing of a multi-award winning fourth generation Australian family owned retail business, whose other entities include Winning Appliances, pureplay online retailer Appliances\r\n Online, and national logistics and installation business Handy Crew. <br/>\n<br/>\r\n----------------------------------------------<br/>\n<br/>\n<strong>And What Makes Us Awesome?</strong><br/>\n<ul>\n<li>You will be working in a great open plan office environment with a dedicated break out area and fully equipped kitchen.\r\n</li><li>You will be part of a fun and engaging team that is focused on offering the best customer experience.\r\n</li><li>We value your ideas, you will be encouraged to give your thoughts and suggestions\r\n</li><li>We are interested in growing your career - it's not just about owning the role you are working in today, but building your future and developing your skills\r\n</li><li>You will really be part of a family - we are a family-owned and family-run business.\r\n</li><li>We won this year's Online Retailer of the Year and our Customer Experience was also recognised at the 2014 World Retail Awards in Paris!\r\n</li></ul>\r\nOur office is located on the fashionable Danks Street in Redfern. We are close to the city and public transport with on-street parking available.\r\n<br/>\n<br/>\r\nWe're always on the lookout for talented people who can help us successfully balance our entrepreneurial spirit with old-world family values. If you are looking for a working environment that's flexible, exciting and fast-paced, and want to work for a company\r\n that continually strives to innovate and be a leader in its field, then look no further!\r\n      """,0,0,0,0.0,793
645,          Administration Executive        ,0,Sydney,Employee Relations Strategies  ,Administration & Office Support,"b""\n<p>Employee Relations Strategies has been established for over 18 years and has an outstanding reputation for navigating our clients safely through the minefield of workplace conflict (visit www.erstrategies.com.au).<br/>\n<br/>\r\nContinued blue-chip client growth in key client areas including retail, fast food and financial services, in addition to our wider specialised consulting across a broad range of industries, has created an opportunity for an experienced Administration Executive\r\n in our client services team at our North Ryde office location.<br/>\n<br/>\r\nYou will play a key role in the front line handling of \xc2\xa0Employee Helpline calls, manage the scheduling, travel, and communications within multiple audit programs, manage the associated data-entry and client reporting, as well as ad hoc administration tasks\r\n to support the team function smoothly.</p>\n<p>Your well-developed organisational skills, written and verbal communication and agility to calmly juggle multiple tasks and priorities will be essential to success in this position.</p>\n<p>You will be positive, enthusiastic and a self-starter. Customer service, personal integrity, resilience under pressure, sense of humour and the ability to work within a busy team are also high priorities.</p>\n<p>We need a practical-thinking, solutions-based person with a terrific balance between 'detail and big picture' thinking so they can hit the ground running, and work with minimal supervision.</p>\n<p>We are offering an outstanding opportunity to join this growing office, with excellent systems and processes in place to support you, but with room to make your mark with your own ideas.</p>\n<p>This role has a fixed-term of 12-months, with successful completion leading to the possibility of an ongoing permanent position. Ideally full-time hours are required, however part-time and flexible office hours will be considered for the right applicant.</p>\n<p>Immediate start is available and desired.\xc2\xa0 For more information about the role please email Tim Hayes at tim.hayes@erstrategies.com.au.</p>\n""",0,0,0,0.0,793
646,Strategic Agreements Partner    ,0,Sydney,CocaCola Amatil  ,Accounting,"b'\n<p><strong>The Company</strong>\xc2\xa0</p>\n<p></p>\n<p>\xc2\xa0</p>\n<p></p>\n<p>Coca-Cola Amatil (CCA) is one of the largest bottlers of non-alcoholic ready-to-drink beverages in the Asia-Pacific region and one of the major five Coca-Cola bottlers. CCA operates in six countries - Australia, New Zealand, Indonesia, Papua New Guinea,\r\n Fiji and Samoa. CCA employs 14,000 people across the Group and has access to 270 million consumers through more than 850,000 active customers.</p>\n<p></p>\n<p>\xc2\xa0</p>\n<p></p>\n<p><strong>Role Purpose</strong></p>\n<p></p>\n<p>\xc2\xa0</p>\n<p></p>\n<p>An exciting role is available for a Customer Agreements -Strategic Partner to join our Finance Centre of Expertise.\xc2\xa0 In this role, you will enjoy partnering with the Sales business units providing commercial guidance to support the negotiation and management\r\n of customer agreements from across the business. We are looking for 2 individuals to join our newly transformed team; with one individual based in North Sydney and the other based in Northmead (free parking onsite at Northmead).</p>\n<p></p>\n<p>You will be providing support to Coca-Cola Amatil\xe2\x80\x99s National and Key Account Sales teams.\xc2\xa0 You will review and analyse agreement submissions in partnership with Sales teams to help maximise national sales revenue and EBIT outcomes, whilst mitigating risk\r\n in accordance with Coca-Cola Amatil\xe2\x80\x99s guidelines, policy and performance metrics.</p>\n<p></p>\n<p>\xc2\xa0</p>\n<p></p>\n<p>Some additional accountabilities include continuous improvement of processes and tools that enhance and drive value through the agreements process, recognising and solving complex contractual hurdles through analysis and modelling and conducting comprehensive\r\n customer agreement reviews [at EBIT] and summarising key drivers and performance outcomes to make recommendations to the business based on risks to agreement obligations.</p>\n<p></p>\n<p>\xc2\xa0</p>\n<p></p>\n<p><strong>About you</strong></p>\n<p></p>\n<p>\xc2\xa0</p>\n<p></p>\n<p>The ideal candidate will have strong analytical capability with proven experience in building economically sound business cases and influencing outcomes and challenging decisions appropriately using fact based data, proven experience in providing sound commercial\r\n advice and influencing commercial outcomes, strong written and verbal communication skills, with the ability to communicate complex financial information simply.</p>\n<p></p>\n<p>\xc2\xa0</p>\n<p></p>\n<p>Advanced proficiency in Microsoft Office applications, specifically Excel is essential to your success.\xc2\xa0 CA/CPA/CIMA qualifications is highly regarded.</p>\n<p></p>\n<p>\xc2\xa0</p>\n<p></p>\n<p><strong>Additional skills:</strong></p>\n<p></p>\n<p>\xc2\xa0</p>\n<p></p>\n<ul>\n<li>Strong Customer focus and the ability to build and maintain effective cross functional business partnerships through demonstrated integrity,<br/>\n</li><li>Highly efficient and effective work practices, and looks for opportunity to streamline and improve routines<br/>\n</li></ul>\n<p>\xc2\xa0</p>\n<p></p>\n<p><strong>The Benefits</strong></p>\n<p></p>\n<p></p>\n<p>CCA fosters an environment where people are encouraged to innovate and contribute to the continuing success of our organisation. We are able to offer highly unique career opportunities to dedicated individuals who enhance and add value to our business; providing\r\n uncompromising commitment to customer satisfaction.\xc2\xa0</p>\n<p>Apply now to start building a career worth looking forward to!\xc2\xa0</p>\n<p><span>\xc2\xa0</span></p>\n<p></p>\n'",0,0,0,0.0,793
647,Temp Admin CBD - Immediate Start,b'Negotiable hourly rate',Sydney,Evergreen Careers  ,Administration & Office Support,"b'\n<p>A temp assignment has become available within one of our preferred clients based in the CBD - easy location + immediate start for the successful candidate. Initially for 4-6 weeks, you will enjoy working with a friendly and inclusive team who will give you\r\n immediate training on what is required.\xc2\xa0</p>\n<p>In this role, a snapshot of your responsibilities includes :\xc2\xa0</p>\n<ul>\n<li>Verifying and correcting electronic documents\xc2\xa0 </li><li>Data Entry\xc2\xa0 </li><li>Processing clearance certificates for the health insurance industry </li><li>Formatting documents and electronic filing </li><li>Confirming member details via email and phone\xc2\xa0 </li><li>Saving documents in PDF format </li><li>Scanning documents\xc2\xa0 </li><li>Ad hoc admin work</li></ul>\n<p>To be successful in your application, you must have previous admin experience working ideally in a corporate environment. We are looking for an individual who possess a high degree of accuracy when working at\xc2\xa0a fast productive\xc2\xa0rate, strong written and verbal\r\n communication abilities, a sound knowledge of MS Office and a flexible attitude.\xc2\xa0</p>\n<p>For an immediate response, please apply directly below.\xc2\xa0</p>\n<p>\xc2\xa0</p>\n<p>\xc2\xa0</p>\n<p>\xc2\xa0</p>\n'",0,0,0,0.0,793
